Sales Person,Geography,Product,Date,Amount,Boxes
Andria Kimpton,New Zealand,99% Dark & Pure,2021-11-02,9058,394
Marney O'Breen,New Zealand,Organic Choco Syrup,2021-11-02,4711,197
Van Tuxwell,USA,Orange Choco,2021-11-02,2310,116
Gigi Bohling,Canada,Smooth Sliky Salty,2021-11-02,3668,612
Dotty Strutley,India,Mint Chip Choco,2021-11-02,8379,599
Marney O'Breen,Australia,Drinking Coco,2021-11-02,7868,303
Marney O'Breen,Canada,Fruit & Nut Bars,2021-11-02,3535,221
Gigi Bohling,Australia,Fruit & Nut Bars,2021-11-02,4277,286
Roddy Speechley,USA,Almond Choco,2021-11-02,1890,135
Dotty Strutley,Canada,Choco Coated Almonds,2021-11-02,2149,196
Curtice Advani,India,Caramel Stuffed Bars,2021-11-02,595,35
Husein Augar,UK,Caramel Stuffed Bars,2021-11-02,4438,262
Karlen McCaffrey,UK,85% Dark Bars,2021-11-02,2863,151
Wilone O'Kielt,Australia,Milk Bars,2021-11-02,5964,373
Gunar Cockshoot,Canada,Baker's Choco Chips,2021-11-02,5341,243
Camilla Castle,USA,Manuka Honey Choco,2021-11-02,10556,480
Curtice Advani,UK,White Choc,2021-11-02,7476,576
Karlen McCaffrey,USA,Almond Choco,2021-11-02,210,14
Wilone O'Kielt,UK,After Nines,2021-11-02,2611,154
Curtice Advani,Australia,Raspberry Choco,2021-11-02,812,41
Ches Bonnell,USA,99% Dark & Pure,2021-11-02,6853,312
Karlen McCaffrey,Canada,Peanut Butter Cubes,2021-11-02,9632,567
Jan Morforth,USA,50% Dark Bites,2021-11-02,2163,87
Mallorie Waber,Australia,Spicy Special Slims,2021-11-02,280,28
Dotty Strutley,Australia,Almond Choco,2021-11-02,140,10
Camilla Castle,Australia,Choco Coated Almonds,2021-11-03,3388,308
Marney O'Breen,Canada,70% Dark Bites,2021-11-03,2723,389
Marney O'Breen,Australia,70% Dark Bites,2021-11-03,14826,2100
Husein Augar,New Zealand,50% Dark Bites,2021-11-03,371,14
Beverie Moffet,USA,99% Dark & Pure,2021-11-03,7182,327
Karlen McCaffrey,USA,Organic Choco Syrup,2021-11-03,10941,498
Rafaelita Blaksland,Canada,Raspberry Choco,2021-11-03,5523,252
Marney O'Breen,UK,Peanut Butter Cubes,2021-11-03,7623,402
Karlen McCaffrey,Australia,Organic Choco Syrup,2021-11-03,1596,73
Beverie Moffet,New Zealand,Smooth Sliky Salty,2021-11-03,1267,159
Jehu Rudeforth,Australia,Drinking Coco,2021-11-03,5824,224
Roddy Speechley,Australia,Orange Choco,2021-11-03,6237,312
Andria Kimpton,Australia,Spicy Special Slims,2021-11-03,9688,1050
Oby Sorrel,UK,Peanut Butter Cubes,2021-11-03,10857,604
Dotty Strutley,Canada,Mint Chip Choco,2021-11-03,14868,1050
Van Tuxwell,India,White Choc,2021-11-03,917,77
Jan Morforth,Australia,Smooth Sliky Salty,2021-11-03,11543,1680
Husein Augar,USA,After Nines,2021-11-03,4193,233
Jan Morforth,USA,70% Dark Bites,2021-11-03,7784,980
Oby Sorrel,Canada,Baker's Choco Chips,2021-11-03,10346,450
Gigi Bohling,USA,Eclairs,2021-11-03,2352,336
Dotty Strutley,Canada,50% Dark Bites,2021-11-03,259,10
Andria Kimpton,Australia,Manuka Honey Choco,2021-11-03,3262,156
Kaine Padly,USA,Drinking Coco,2021-11-03,4963,184
Kelci Walkden,India,Raspberry Choco,2021-11-03,4326,206
Beverie Moffet,USA,Fruit & Nut Bars,2021-11-03,7504,501
Husein Augar,USA,Raspberry Choco,2021-11-03,14329,700
Curtice Advani,Canada,Orange Choco,2021-11-03,5593,295
Jan Morforth,Canada,Eclairs,2021-11-03,2114,302
Rafaelita Blaksland,USA,Eclairs,2021-11-03,8435,1050
Dennison Crosswaite,New Zealand,Fruit & Nut Bars,2021-11-03,5817,416
Brien Boise,UK,85% Dark Bars,2021-11-03,7028,352
Van Tuxwell,New Zealand,Manuka Honey Choco,2021-11-03,2765,132
Beverie Moffet,Canada,Mint Chip Choco,2021-11-03,1365,98
Van Tuxwell,India,Drinking Coco,2021-11-03,15050,602
Oby Sorrel,Canada,85% Dark Bars,2021-11-03,6237,312
Roddy Speechley,Canada,Baker's Choco Chips,2021-11-03,1708,72
Dotty Strutley,Australia,Raspberry Choco,2021-11-03,1575,72
Roddy Speechley,Canada,99% Dark & Pure,2021-11-03,16513,770
Andria Kimpton,UK,Drinking Coco,2021-11-03,12033,463
Curtice Advani,Canada,50% Dark Bites,2021-11-03,1365,51
Beverie Moffet,Australia,Eclairs,2021-11-03,6433,910
Gunar Cockshoot,New Zealand,Caramel Stuffed Bars,2021-11-03,7560,445
Camilla Castle,Australia,Peanut Butter Cubes,2021-11-03,9058,504
Camilla Castle,India,Almond Choco,2021-11-04,2471,155
Rafaelita Blaksland,Canada,85% Dark Bars,2021-11-04,4830,242
Oby Sorrel,Australia,Spicy Special Slims,2021-11-04,6153,684
Rafaelita Blaksland,Canada,Fruit & Nut Bars,2021-11-04,2100,132
Husein Augar,Canada,Milk Bars,2021-11-04,4095,273
Wilone O'Kielt,Australia,Raspberry Choco,2021-11-04,1029,49
Oby Sorrel,India,Manuka Honey Choco,2021-11-04,5964,272
Marney O'Breen,Canada,Smooth Sliky Salty,2021-11-04,6076,980
Karlen McCaffrey,USA,Orange Choco,2021-11-04,10423,522
Dennison Crosswaite,India,Mint Chip Choco,2021-11-04,658,51
Husein Augar,New Zealand,Organic Choco Syrup,2021-11-04,1288,59
Van Tuxwell,USA,Milk Bars,2021-11-04,4879,326
Jehu Rudeforth,Australia,Milk Bars,2021-11-04,2030,127
Barr Faughny,Australia,85% Dark Bars,2021-11-04,756,40
Curtice Advani,New Zealand,85% Dark Bars,2021-11-04,4207,234
Gunar Cockshoot,New Zealand,Fruit & Nut Bars,2021-11-04,10528,770
Barr Faughny,UK,Spicy Special Slims,2021-11-04,5593,700
Roddy Speechley,New Zealand,Spicy Special Slims,2021-11-04,3794,380
Andria Kimpton,India,Mint Chip Choco,2021-11-04,4277,306
Gigi Bohling,UK,Orange Choco,2021-11-04,5075,282
Beverie Moffet,USA,Drinking Coco,2021-11-04,1841,69
Roddy Speechley,Canada,Organic Choco Syrup,2021-11-04,3549,148
Rafaelita Blaksland,UK,Orange Choco,2021-11-04,5383,284
Karlen McCaffrey,Australia,50% Dark Bites,2021-11-04,10472,419
Rafaelita Blaksland,New Zealand,Milk Bars,2021-11-04,2464,145
Mallorie Waber,Canada,70% Dark Bites,2021-11-04,4151,593
Beverie Moffet,India,99% Dark & Pure,2021-11-04,1064,45
Andria Kimpton,USA,Baker's Choco Chips,2021-11-04,1764,77
Ches Bonnell,Australia,Baker's Choco Chips,2021-11-04,8134,339
Van Tuxwell,Canada,50% Dark Bites,2021-11-04,9625,371
Gigi Bohling,Australia,Choco Coated Almonds,2021-11-04,9639,770
Kaine Padly,India,Choco Coated Almonds,2021-11-04,1932,194
Gigi Bohling,Australia,White Choc,2021-11-04,10003,770
Brien Boise,India,99% Dark & Pure,2021-11-04,9919,432
Marney O'Breen,India,50% Dark Bites,2021-11-04,4851,180
Mallorie Waber,Australia,Manuka Honey Choco,2021-11-04,1610,77
Mallorie Waber,USA,Almond Choco,2021-11-04,3689,264
Gunar Cockshoot,USA,Choco Coated Almonds,2021-11-04,2555,256
Marney O'Breen,Australia,Spicy Special Slims,2021-11-04,2485,249
Husein Augar,India,99% Dark & Pure,2021-11-05,2933,123
Van Tuxwell,India,Fruit & Nut Bars,2021-11-05,7378,527
Ches Bonnell,USA,Baker's Choco Chips,2021-11-05,9744,406
Husein Augar,New Zealand,After Nines,2021-11-05,7588,447
Andria Kimpton,Canada,After Nines,2021-11-05,14672,840
Barr Faughny,Canada,Milk Bars,2021-11-05,3724,220
Wilone O'Kielt,UK,Manuka Honey Choco,2021-11-05,1421,68
Roddy Speechley,UK,70% Dark Bites,2021-11-05,11648,1470
Husein Augar,New Zealand,Fruit & Nut Bars,2021-11-05,6216,444
Wilone O'Kielt,USA,Choco Coated Almonds,2021-11-05,3290,300
Van Tuxwell,Australia,After Nines,2021-11-05,1778,99
Kaine Padly,India,Almond Choco,2021-11-05,13587,980
Jehu Rudeforth,New Zealand,85% Dark Bars,2021-11-05,1029,58
Roddy Speechley,India,Smooth Sliky Salty,2021-11-05,9261,1330
Karlen McCaffrey,UK,Peanut Butter Cubes,2021-11-05,13776,700
Husein Augar,USA,White Choc,2021-11-05,16555,1260
Dotty Strutley,Canada,Peanut Butter Cubes,2021-11-05,4536,252
Kaine Padly,UK,Baker's Choco Chips,2021-11-05,8162,341
Husein Augar,UK,Choco Coated Almonds,2021-11-05,350,32
Oby Sorrel,Australia,70% Dark Bites,2021-11-05,5110,700
Brien Boise,New Zealand,Raspberry Choco,2021-11-05,4326,217
Roddy Speechley,India,Baker's Choco Chips,2021-11-05,595,26
Karlen McCaffrey,UK,Almond Choco,2021-11-05,5551,347
Camilla Castle,India,Organic Choco Syrup,2021-11-05,13188,550
Ches Bonnell,UK,Organic Choco Syrup,2021-11-05,1099,50
Roddy Speechley,Australia,Eclairs,2021-11-05,13839,2310
Rafaelita Blaksland,USA,70% Dark Bites,2021-11-05,14868,2100
Dennison Crosswaite,Australia,Caramel Stuffed Bars,2021-11-05,2814,166
Beverie Moffet,Canada,Baker's Choco Chips,2021-11-05,5691,238
Rafaelita Blaksland,UK,Baker's Choco Chips,2021-11-05,2331,98
Karlen McCaffrey,USA,Manuka Honey Choco,2021-11-05,532,25
Kaine Padly,Canada,Peanut Butter Cubes,2021-11-05,13846,840
Wilone O'Kielt,Canada,Raspberry Choco,2021-11-05,7854,374
Dennison Crosswaite,New Zealand,Smooth Sliky Salty,2021-11-05,2037,291
Rafaelita Blaksland,India,70% Dark Bites,2021-11-05,5425,679
Jan Morforth,USA,Baker's Choco Chips,2021-11-05,1232,56
Dennison Crosswaite,USA,Caramel Stuffed Bars,2021-11-05,5320,313
Oby Sorrel,Canada,Raspberry Choco,2021-11-05,0,0
Rafaelita Blaksland,India,Organic Choco Syrup,2021-11-05,4767,208
Wilone O'Kielt,India,50% Dark Bites,2021-11-05,7049,262
Brien Boise,India,85% Dark Bars,2021-11-05,168,9
Kaine Padly,Canada,Choco Coated Almonds,2021-11-05,3542,355
Oby Sorrel,Canada,Drinking Coco,2021-11-05,8407,324
Andria Kimpton,Australia,Eclairs,2021-11-05,4655,770
Gigi Bohling,UK,85% Dark Bars,2021-11-05,3990,222
Marney O'Breen,Australia,Organic Choco Syrup,2021-11-05,4900,214
Van Tuxwell,Canada,70% Dark Bites,2021-11-05,5362,770
Andria Kimpton,Canada,Almond Choco,2021-11-05,8057,576
Madelene Upcott,UK,Spicy Special Slims,2021-11-05,4585,574
Madelene Upcott,USA,70% Dark Bites,2021-11-05,5082,700
Kaine Padly,New Zealand,Peanut Butter Cubes,2021-11-05,5747,303
Jehu Rudeforth,India,Eclairs,2021-11-05,5467,910
Oby Sorrel,Canada,White Choc,2021-11-05,1722,157
Brien Boise,USA,Milk Bars,2021-11-05,5733,338
Wilone O'Kielt,Australia,Eclairs,2021-11-05,5208,770
Madelene Upcott,USA,White Choc,2021-11-05,1302,109
Andria Kimpton,Canada,Mint Chip Choco,2021-11-05,322,27
Jan Morforth,USA,Caramel Stuffed Bars,2021-11-05,2100,140
Gigi Bohling,Canada,85% Dark Bars,2021-11-05,11907,596
Dotty Strutley,Australia,70% Dark Bites,2021-11-05,10171,1120
Mallorie Waber,USA,Drinking Coco,2021-11-05,11662,467
Jan Morforth,USA,Choco Coated Almonds,2021-11-08,5698,518
Kaine Padly,India,White Choc,2021-11-08,1876,157
Roddy Speechley,Canada,Peanut Butter Cubes,2021-11-08,14287,770
Barr Faughny,New Zealand,Spicy Special Slims,2021-11-08,10255,1260
Karlen McCaffrey,UK,Organic Choco Syrup,2021-11-08,2191,96
Husein Augar,India,Drinking Coco,2021-11-08,6629,266
Madelene Upcott,India,50% Dark Bites,2021-11-08,9800,363
Karlen McCaffrey,New Zealand,Eclairs,2021-11-08,6132,1050
Van Tuxwell,Canada,Baker's Choco Chips,2021-11-08,5999,273
Ches Bonnell,UK,70% Dark Bites,2021-11-08,1281,143
Dennison Crosswaite,Canada,Fruit & Nut Bars,2021-11-08,5201,326
Mallorie Waber,UK,Orange Choco,2021-11-08,9331,519
Van Tuxwell,Canada,Choco Coated Almonds,2021-11-08,1442,132
Beverie Moffet,India,Choco Coated Almonds,2021-11-08,987,99
Roddy Speechley,India,Caramel Stuffed Bars,2021-11-08,3213,189
Ches Bonnell,Canada,Drinking Coco,2021-11-08,12376,459
Kaine Padly,USA,Spicy Special Slims,2021-11-08,5789,579
Kelci Walkden,USA,Fruit & Nut Bars,2021-11-08,630,45
Kelci Walkden,Canada,After Nines,2021-11-08,413,25
Kelci Walkden,UK,Milk Bars,2021-11-08,7357,433
Curtice Advani,Australia,Caramel Stuffed Bars,2021-11-09,8281,488
Oby Sorrel,UK,Eclairs,2021-11-09,5348,669
Jan Morforth,USA,99% Dark & Pure,2021-11-09,7504,327
Mallorie Waber,India,Caramel Stuffed Bars,2021-11-09,4060,254
Karlen McCaffrey,New Zealand,85% Dark Bars,2021-11-09,756,38
Dennison Crosswaite,UK,Manuka Honey Choco,2021-11-09,1603,70
Jehu Rudeforth,New Zealand,Peanut Butter Cubes,2021-11-09,2786,155
Karlen McCaffrey,Australia,Orange Choco,2021-11-09,3304,166
Beverie Moffet,USA,Milk Bars,2021-11-09,5348,335
Kelci Walkden,New Zealand,Drinking Coco,2021-11-09,1344,54
Kaine Padly,Australia,85% Dark Bars,2021-11-09,4571,241
Wilone O'Kielt,Australia,Baker's Choco Chips,2021-11-09,4641,202
Jehu Rudeforth,New Zealand,Fruit & Nut Bars,2021-11-09,1638,117
Mallorie Waber,India,Raspberry Choco,2021-11-09,8442,384
Karlen McCaffrey,India,After Nines,2021-11-09,1512,89
Jehu Rudeforth,Canada,99% Dark & Pure,2021-11-09,1218,51
Marney O'Breen,Australia,Raspberry Choco,2021-11-09,7700,367
Mallorie Waber,USA,Manuka Honey Choco,2021-11-09,8414,366
Van Tuxwell,USA,White Choc,2021-11-09,1771,148
Jan Morforth,New Zealand,Smooth Sliky Salty,2021-11-09,12551,2100
Camilla Castle,New Zealand,Organic Choco Syrup,2021-11-09,609,27
Jehu Rudeforth,New Zealand,Organic Choco Syrup,2021-11-09,4865,203
Madelene Upcott,Canada,Eclairs,2021-11-09,1939,277
Wilone O'Kielt,UK,Spicy Special Slims,2021-11-09,4865,609
Camilla Castle,Australia,70% Dark Bites,2021-11-09,5656,840
Gunar Cockshoot,Canada,99% Dark & Pure,2021-11-09,3479,145
Camilla Castle,USA,Baker's Choco Chips,2021-11-09,21,1
Karlen McCaffrey,UK,Milk Bars,2021-11-10,7119,475
Madelene Upcott,UK,Manuka Honey Choco,2021-11-10,2422,111
Barr Faughny,Canada,Raspberry Choco,2021-11-10,4354,198
Karlen McCaffrey,New Zealand,White Choc,2021-11-10,10080,910
Ches Bonnell,Australia,Smooth Sliky Salty,2021-11-10,6517,840
Beverie Moffet,India,Organic Choco Syrup,2021-11-10,6475,270
Gigi Bohling,USA,Peanut Butter Cubes,2021-11-10,5789,305
Oby Sorrel,India,Organic Choco Syrup,2021-11-10,8764,366
Ches Bonnell,New Zealand,85% Dark Bars,2021-11-10,6181,344
Marney O'Breen,UK,Choco Coated Almonds,2021-11-10,4480,448
Gigi Bohling,New Zealand,Baker's Choco Chips,2021-11-10,3528,147
Curtice Advani,India,Baker's Choco Chips,2021-11-10,5418,226
Beverie Moffet,UK,85% Dark Bars,2021-11-10,5327,296
Jehu Rudeforth,USA,Manuka Honey Choco,2021-11-10,3675,160
Karlen McCaffrey,UK,Baker's Choco Chips,2021-11-10,6307,263
Marney O'Breen,Canada,Spicy Special Slims,2021-11-10,7343,910
Rafaelita Blaksland,Canada,White Choc,2021-11-10,4214,352
Jehu Rudeforth,USA,After Nines,2021-11-10,3073,181
Dennison Crosswaite,Australia,70% Dark Bites,2021-11-10,5810,840
Jan Morforth,USA,Raspberry Choco,2021-11-10,1078,49
Beverie Moffet,Australia,70% Dark Bites,2021-11-10,5019,558
Ches Bonnell,Australia,Almond Choco,2021-11-10,2800,175
Mallorie Waber,Australia,Raspberry Choco,2021-11-10,10633,484
Gunar Cockshoot,UK,Milk Bars,2021-11-10,1666,105
Jan Morforth,New Zealand,Raspberry Choco,2021-11-10,5131,257
Husein Augar,UK,70% Dark Bites,2021-11-10,2527,361
Curtice Advani,Canada,Spicy Special Slims,2021-11-10,1491,166
Andria Kimpton,Australia,After Nines,2021-11-10,2422,143
Rafaelita Blaksland,Australia,99% Dark & Pure,2021-11-10,12838,535
Jehu Rudeforth,USA,85% Dark Bars,2021-11-10,18249,980
Marney O'Breen,New Zealand,Spicy Special Slims,2021-11-10,1624,203
Gunar Cockshoot,India,Orange Choco,2021-11-11,175,10
Andria Kimpton,India,Drinking Coco,2021-11-11,4837,180
Madelene Upcott,Canada,Drinking Coco,2021-11-11,315,13
Rafaelita Blaksland,Australia,Peanut Butter Cubes,2021-11-11,1218,72
Dotty Strutley,India,70% Dark Bites,2021-11-11,28,4
Madelene Upcott,Canada,Baker's Choco Chips,2021-11-11,3353,153
Barr Faughny,India,70% Dark Bites,2021-11-11,3101,443
Gunar Cockshoot,Canada,Spicy Special Slims,2021-11-11,2639,294
Jehu Rudeforth,New Zealand,Choco Coated Almonds,2021-11-11,791,72
Husein Augar,Australia,Almond Choco,2021-11-11,4746,339
Dennison Crosswaite,USA,85% Dark Bars,2021-11-11,4389,231
Camilla Castle,Australia,Manuka Honey Choco,2021-11-11,2975,130
Van Tuxwell,India,85% Dark Bars,2021-11-11,7686,427
Oby Sorrel,New Zealand,Caramel Stuffed Bars,2021-11-11,10626,626
Roddy Speechley,USA,Caramel Stuffed Bars,2021-11-11,6419,378
Beverie Moffet,New Zealand,Mint Chip Choco,2021-11-11,8029,618
Curtice Advani,Canada,White Choc,2021-11-11,14357,1190
Husein Augar,Australia,Manuka Honey Choco,2021-11-11,6517,297
Roddy Speechley,UK,After Nines,2021-11-11,19453,1120
Van Tuxwell,Australia,99% Dark & Pure,2021-11-11,8652,377
Andria Kimpton,USA,Almond Choco,2021-11-11,2562,161
Roddy Speechley,UK,Choco Coated Almonds,2021-11-11,10353,840
Van Tuxwell,Canada,Orange Choco,2021-11-11,4480,249
Oby Sorrel,USA,White Choc,2021-11-11,959,74
Roddy Speechley,USA,85% Dark Bars,2021-11-11,4648,245
Marney O'Breen,UK,Organic Choco Syrup,2021-11-11,11788,492
Van Tuxwell,Australia,50% Dark Bites,2021-11-11,2142,80
Kaine Padly,Australia,Mint Chip Choco,2021-11-11,294,25
Camilla Castle,USA,Milk Bars,2021-11-11,1449,86
Gunar Cockshoot,UK,Organic Choco Syrup,2021-11-11,4039,176
Gigi Bohling,New Zealand,85% Dark Bars,2021-11-11,1918,101
Marney O'Breen,Australia,99% Dark & Pure,2021-11-11,280,12
Barr Faughny,Australia,Caramel Stuffed Bars,2021-11-11,1162,78
Camilla Castle,USA,After Nines,2021-11-11,266,16
Karlen McCaffrey,New Zealand,Caramel Stuffed Bars,2021-11-11,679,46
Dotty Strutley,India,Caramel Stuffed Bars,2021-11-11,9373,552
Husein Augar,New Zealand,Choco Coated Almonds,2021-11-11,5880,588
Van Tuxwell,UK,After Nines,2021-11-11,5173,324
Kelci Walkden,USA,After Nines,2021-11-11,973,58
Ches Bonnell,UK,Spicy Special Slims,2021-11-11,16303,1820
Jehu Rudeforth,India,After Nines,2021-11-11,12999,840
Roddy Speechley,UK,Baker's Choco Chips,2021-11-12,6293,274
Gigi Bohling,New Zealand,After Nines,2021-11-12,3479,194
Husein Augar,UK,Manuka Honey Choco,2021-11-12,2625,120
Rafaelita Blaksland,Australia,Mint Chip Choco,2021-11-12,4060,313
Barr Faughny,UK,Manuka Honey Choco,2021-11-12,5495,239
Jan Morforth,India,Choco Coated Almonds,2021-11-12,3605,301
Ches Bonnell,Canada,50% Dark Bites,2021-11-12,532,21
Roddy Speechley,New Zealand,85% Dark Bars,2021-11-12,10206,511
Dennison Crosswaite,India,Choco Coated Almonds,2021-11-12,7462,622
Kelci Walkden,USA,Almond Choco,2021-11-12,2247,150
Curtice Advani,UK,99% Dark & Pure,2021-11-12,7021,293
Andria Kimpton,Australia,85% Dark Bars,2021-11-12,11977,631
Kaine Padly,UK,99% Dark & Pure,2021-11-12,952,42
Camilla Castle,India,Eclairs,2021-11-15,9240,1540
Curtice Advani,USA,Peanut Butter Cubes,2021-11-15,6972,388
Madelene Upcott,Canada,85% Dark Bars,2021-11-15,4648,233
Gunar Cockshoot,USA,Raspberry Choco,2021-11-15,4704,224
Beverie Moffet,New Zealand,70% Dark Bites,2021-11-15,3563,396
Kelci Walkden,India,Baker's Choco Chips,2021-11-15,5516,240
Beverie Moffet,India,Caramel Stuffed Bars,2021-11-15,4599,307
Madelene Upcott,USA,Choco Coated Almonds,2021-11-15,3780,344
Roddy Speechley,USA,Baker's Choco Chips,2021-11-15,5880,256
Gigi Bohling,USA,99% Dark & Pure,2021-11-15,6692,291
Jan Morforth,India,Baker's Choco Chips,2021-11-15,5047,230
Marney O'Breen,USA,Baker's Choco Chips,2021-11-15,7441,339
Andria Kimpton,New Zealand,Organic Choco Syrup,2021-11-15,1428,60
Jehu Rudeforth,Canada,50% Dark Bites,2021-11-15,9765,376
Curtice Advani,UK,Spicy Special Slims,2021-11-15,4767,477
Jan Morforth,UK,After Nines,2021-11-15,1085,64
Husein Augar,USA,Choco Coated Almonds,2021-11-15,9688,910
Beverie Moffet,New Zealand,Milk Bars,2021-11-15,1211,72
Roddy Speechley,Australia,After Nines,2021-11-15,5208,290
Beverie Moffet,USA,Eclairs,2021-11-15,1715,245
Oby Sorrel,UK,After Nines,2021-11-15,8435,528
Marney O'Breen,Canada,85% Dark Bars,2021-11-15,3549,178
Marney O'Breen,India,85% Dark Bars,2021-11-15,7980,444
Rafaelita Blaksland,Canada,Manuka Honey Choco,2021-11-15,5278,230
Brien Boise,UK,70% Dark Bites,2021-11-15,12950,1610
Wilone O'Kielt,India,Orange Choco,2021-11-15,3612,201
Madelene Upcott,USA,Manuka Honey Choco,2021-11-15,7511,342
Kaine Padly,UK,Smooth Sliky Salty,2021-11-15,889,112
Jan Morforth,India,Almond Choco,2021-11-15,9366,586
Marney O'Breen,Canada,Manuka Honey Choco,2021-11-15,12159,579
Andria Kimpton,USA,Choco Coated Almonds,2021-11-15,1302,109
Kelci Walkden,New Zealand,Raspberry Choco,2021-11-15,2254,108
Oby Sorrel,New Zealand,Orange Choco,2021-11-15,1540,86
Ches Bonnell,UK,Raspberry Choco,2021-11-15,7868,375
Oby Sorrel,UK,White Choc,2021-11-15,3689,308
Madelene Upcott,India,99% Dark & Pure,2021-11-15,8540,372
Barr Faughny,New Zealand,Choco Coated Almonds,2021-11-15,1589,133
Kelci Walkden,Canada,Fruit & Nut Bars,2021-11-15,6468,432
Gunar Cockshoot,USA,Drinking Coco,2021-11-15,9562,383
Gigi Bohling,New Zealand,50% Dark Bites,2021-11-15,11704,434
Barr Faughny,India,Fruit & Nut Bars,2021-11-15,11347,840
Jan Morforth,India,85% Dark Bars,2021-11-15,9184,484
Curtice Advani,USA,50% Dark Bites,2021-11-15,8435,313
Kelci Walkden,UK,Fruit & Nut Bars,2021-11-15,6993,500
Madelene Upcott,UK,Fruit & Nut Bars,2021-11-15,952,64
Gigi Bohling,Australia,99% Dark & Pure,2021-11-15,7343,334
Van Tuxwell,USA,Mint Chip Choco,2021-11-15,13013,980
Jan Morforth,Australia,Raspberry Choco,2021-11-15,4340,207
Camilla Castle,USA,Caramel Stuffed Bars,2021-11-15,5565,371
Brien Boise,India,Mint Chip Choco,2021-11-15,882,74
Wilone O'Kielt,USA,70% Dark Bites,2021-11-15,700,78
Camilla Castle,USA,Choco Coated Almonds,2021-11-15,6433,644
Camilla Castle,UK,Caramel Stuffed Bars,2021-11-15,2856,191
Madelene Upcott,USA,Spicy Special Slims,2021-11-15,301,38
Jehu Rudeforth,India,Drinking Coco,2021-11-15,8372,335
Barr Faughny,USA,Fruit & Nut Bars,2021-11-15,5229,349
Marney O'Breen,Canada,Baker's Choco Chips,2021-11-15,12257,558
Rafaelita Blaksland,Australia,Eclairs,2021-11-15,1932,322
Kelci Walkden,Australia,99% Dark & Pure,2021-11-15,1561,68
Rafaelita Blaksland,Australia,Choco Coated Almonds,2021-11-15,2884,241
